tool.by;name;"cost for user";"cost 2 ";manufacturer;f8;f3;rating;f5;f7;f9;f10;enabled;url;title;description;keywords;anons
27914;"Шлифовальная машина Makita 9565 CV";216;229;5827;;;;;;;;;9565cv;"Шлифовальная машина Makita 9565 CV - Купить 029 130-53-10 makita, bosch, hitachi, dewalt, kress, Калибр в Минске!";"Шлифовальная машина Makita 9565 CV - Купить 029 130-53-10 makita, bosch, hitachi, dewalt, kress, Калибр в Минске!";"Шлифовальная машина Makita 9565 CV - Купить 029 130-53-10 makita, bosch, hitachi, dewalt, kress, Калибр в Минске!";"
"
27918;"Промышленный фен Makita HG5012K";65;72;5827;;;;;;;;;HG5012K;"Промышленный фен Makita HG5012K - Купить фен makita, bosch 029 130-53-10, hitachi, dewalt, kalibr в Минске!";"Промышленный фен Makita HG5012K - Купить фен makita, bosch 029 130-53-10, hitachi, dewalt, kalibr в Минске!";"Промышленный фен Makita HG5012K - Купить фен makita, bosch 029 130-53-10, hitachi, dewalt, kalibr в Минске!";"
"
27923;"Станок заточный ELITECH CT 900C";250;289;5825;;;;;;;;;ct900c;"Станок заточный ELITECH CT 900C Купить в Минске 029 130-53-10 по низким ценам!";"Станок заточный ELITECH CT 900C Купить в Минске 029 130-53-10 по низким ценам!";"Станок заточный ELITECH CT 900C Купить в Минске 029 130-53-10 по низким ценам!";"
"
38732;"Отвертка аккумуляторная Интерскол ОА-3,6";43;55;5826;;;;;;;;;oa36;"Отвертка аккумуляторная Интерскол ОА-3,6";"Отвертка аккумуляторная Интерскол ОА-3,6";"Отвертка аккумуляторная Интерскол ОА-3,6";"
"
39205;"Компрессор автомобильный Ставр КА-12/7ФМ";30;32;28553;;;;;;;;;ka1277fmst;"Компрессор автомобильный Ставр КА-12/7ФМ";"Компрессор автомобильный Ставр КА-12/7ФМ";"Компрессор автомобильный Ставр КА-12/7ФМ";"
"
38733;"Аккумуляторная дрель Калибр Li-Ion ДА-14,4/2+Н550";75;80;5821;;;;;;;;;;"Аккумуляторная дрель Калибр Li-Ion ДА-14,4/2+Н550";"Аккумуляторная дрель Калибр Li-Ion ДА-14,4/2+Н550";"Аккумуляторная дрель Калибр Li-Ion ДА-14,4/2+Н550";"
"
38740;"Красконагнетательный бак с краскораспылителем Калибр КБ-10";92;100;5821;;;;;;;;;;"Красконагнетательный бак с краскораспылителем Калибр КБ-10";"Красконагнетательный бак с краскораспылителем Калибр КБ-10";"Красконагнетательный бак с краскораспылителем Калибр КБ-10";"
"
28536;"Настольная пила Makita MLT100";565;590;5827;;;1;;;;;;mlt100;"Настольная пила Makita MLT100 - Купить в Минске metabo, bosch, makita, dewalt, kress (029)130-53-10!";"Настольная пила Makita MLT100 - Купить в Минске metabo, bosch, makita, dewalt, kress (029)130-53-10!";"Настольная пила Makita MLT100 - Купить в Минске metabo, bosch, makita, dewalt, kress (029)130-53-10!";"Рабочий стол дополнительно удлиняется с обеих сторон
"
28542;"Отрезная пила Makita 2414NB";270;295;5827;;;;;;;;;2414nb;"Отрезная пила Makita 2414NB - Купить bosch makita в Минске 029 130-53-10!";"Отрезная пила Makita 2414NB - Купить bosch makita в Минске 029 130-53-10!";"Отрезная пила Makita 2414NB - Купить bosch makita в Минске 029 130-53-10!";"Противоискровый экран 
"
28731;"Перфоратор Ставр ПЭВ-850";115;123;28553;;;;;;;;;stavrpev-850;"Перфоратор Ставр ПЭВ-850 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВ-850 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВ-850 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Эргономичная модель
"
28732;"Перфоратор Ставр ПЭГ-800";118;124;28553;;;;;;;;;stavrpeg800;"Перфоратор Ставр ПЭГ-800 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-800 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-800 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Патрон SDS-plus
"
28733;"Перфоратор Ставр ПЭГ-780";117;123;28553;;;;;;;;;stavrpeg780;"Перфоратор Ставр ПЭГ-780 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-780 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-780 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Предохранительная муфта останавливает вращение патрона при заклинивании бура
"
28734;"Перфоратор Ставр ПЭГ-680";87;98;28553;;;;93;;;;;stavrpeg680;"Перфоратор Ставр ПЭГ-680 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-680 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-680 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Пластиковый кейс в комплекте
"
28735;"Перфоратор Ставр ПЭГ-520";58;61;28553;;;;;;;;;stavrpeg520;"Перфоратор Ставр ПЭГ-520 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-520 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭГ-520 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Самый легкий вес в своем ряду
"
28736;"Перфоратор Ставр ПЭВ-1300";140;147;28553;;;;;;;;;stavrpev1300;"Перфоратор Ставр ПЭВ-1300 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВ-1300 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВ-1300 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Мощный двигатель
"
28737;"Перфоратор Ставр ПЭВМ-1100";185;194;28553;;;;;;;;;stavrpevm1100;"Перфоратор Ставр ПЭВМ-1100 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВМ-1100 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВМ-1100 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Патрон SDS-max
"
28738;"Перфоратор Ставр ПЭВ-1050";123;129;28553;;;;;;;;;stavrpev1050;"Перфоратор Ставр ПЭВ-1050 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВ-1050 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Перфоратор Ставр ПЭВ-1050 Купить перфораторы Bosch, Makita, DeWalt, СТАВР в Минске 130-53-10!";"Пластиковый кейс в комплекте
"
29323;"Сварочный инвертор Ставр САИ-220 БТФ";213;235;28553;;;5;;;;;;stavr_sai-220btf;"сварочный аппарат ставр купить в минске 130-53-10";"Сварочный инвертор Ставр САИ-220 БТФ Купить в Минске по тел 029 130-53-10!";"Сварочный инвертор Ставр цена в Минске выбрать";"Стабильная работа при пониженном напряжении
"
